gov_level,fiscal_year,sector,amount_crore,description
union,2016-17,other,108.76,Public Financial Management System (PFMS)
union,2016-17,education,107.34,National Child Labour Project including grants in aid to voluntary agencies and reimbursement of assistance to bonded labour
union,2016-17,education,107.34,National Child Labour Project including grants in aid to voluntary agencies and reimbursement of assistance to bonded labour
union,2016-17,other,107.08,Farakka Barrage Project
union,2016-17,education,106.7,Training Schemes
union,2016-17,education,105.33,R and D in Exploration and Mining
union,2016-17,education,105.33,R and D in Exploration and Mining
union,2016-17,infrastructure,102.94,Agricultural Product Export Development Authority (APEDA)
union,2016-17,infrastructure,102.94,Agricultural Product Export Development Authority (APEDA)
union,2016-17,infrastructure,102.5,Marine Product Export Development Authority (MPEDA)
union,2016-17,infrastructure,102.5,Marine Product Export Development Authority (MPEDA)
union,2016-17,other,102.39,Postal Operation
union,2016-17,infrastructure,100.0,Chabahar Port
union,2016-17,other,100.0,Government contribution to subscribers of Aam Aadmi Bima Yojana (AABY)
union,2016-17,other,100.0,Polavaram Multipurpose Project
union,2016-17,other,100.0,Start-Up India - India Aspiration Fund
union,2016-17,infrastructure,100.0,Chabahar Port
union,2016-17,other,100.0,Start-Up India - India Aspiration Fund
union,2016-17,other,100.0,Government contribution to subscribers of Aam Aadmi Bima Yojana (AABY)
union,2016-17,other,100.0,Polavaram Multipurpose Project
union,2016-17,other,99.16,Sri Lanka
union,2016-17,other,99.16,Sri Lanka
union,2016-17,education,97.72,Programme for Apprenticeship Training
union,2016-17,education,97.72,Programme for Apprenticeship Training
union,2016-17,other,97.71,Pilgrimage Rejuvenation and Spiritual Augmentation Drive (PRASAD)
union,2016-17,other,97.71,Pilgrimage Rejuvenation and Spiritual Augmentation Drive (PRASAD)
union,2016-17,other,96.94,National Adaptation Fund (Funded from NCEF)
union,2016-17,other,96.94,National Adaptation Fund (Funded from NCEF)
union,2016-17,other,94.98,Transfer to National Investment Fund (NIF)
union,2016-17,other,94.98,Transfer to National Investment Fund (NIF)
union,2016-17,other,93.46,Development of Museums
union,2016-17,other,93.46,Development of Museums
union,2016-17,education,92.71,Training Schemes
union,2016-17,education,91.94,Films
union,2016-17,other,90.29,Assistance to IHMS/FCIs/IITTM/NIWS
union,2016-17,other,90.29,Assistance to IHMS/FCIs/IITTM/NIWS
union,2016-17,other,86.0,308.
union,2016-17,education,83.86,Nuclear Power Projects
union,2016-17,education,83.86,Nuclear Power Projects
union,2016-17,education,83.78,Research and Development Projects
union,2016-17,infrastructure,83.34,Other Support to Tourist Infrastructure
union,2016-17,infrastructure,83.34,Other Support to Tourist Infrastructure
union,2016-17,other,82.59,Bangladesh
union,2016-17,other,82.59,Bangladesh
union,2016-17,other,80.35,Spices Board
union,2016-17,other,80.35,Spices Board
union,2016-17,infrastructure,80.25,Development of Minor Ports
union,2016-17,other,80.0,Maldives
union,2016-17,education,80.0,Cash Incentives for Kerosene Distribution Reforms
union,2016-17,other,80.0,Maldives
union,2016-17,education,80.0,Cash Incentives for Kerosene Distribution Reforms
union,2016-17,education,79.98,National Fellowship and Scholarship for Higher Education of ST Students
union,2016-17,education,79.98,National Fellowship and Scholarship for Higher Education of ST Students
union,2016-17,other,78.84,Domestic Promotion and Publicity including Market Development Assistance
union,2016-17,other,78.84,Domestic Promotion and Publicity including Market Development Assistance
union,2016-17,education,78.64,Biogas Programme - Off-Grid/Distributed and Decentralized Renewable Power
union,2016-17,education,78.64,Biogas Programme - Off-Grid/Distributed and Decentralized Renewable Power
union,2016-17,education,76.39,Research and Development Projects
union,2016-17,other,75.54,Space Sciences
union,2016-17,education,75.0,Uchhatar Avishkar Abhiyan
union,2016-17,education,75.0,Uchhatar Avishkar Abhiyan
union,2016-17,other,72.51,Farakka Barrage Project
union,2016-17,infrastructure,71.45,Development of Major Ports
union,2016-17,infrastructure,71.45,Development of Major Ports
union,2016-17,urban_services,70.08,Development of Water Resources Information System
union,2016-17,education,70.04,Pandit Madan Mohan Malviya National Mission on Teachers and Teaching
union,2016-17,education,70.04,Pandit Madan Mohan Malviya National Mission on Teachers and Teaching
union,2016-17,education,70.0,Climate Resilient Agriculture Initiative
union,2016-17,infrastructure,70.0,Transport/Freight Subsidy Scheme
union,2016-17,education,70.0,Climate Resilient Agriculture Initiative
union,2016-17,infrastructure,70.0,Transport/Freight Subsidy Scheme
union,2016-17,urban_services,69.34,Ground Water Management and Regulation
union,2016-17,energy,68.25,Scheme for in situ upgradation of plain powerlooms
union,2016-17,energy,68.25,Scheme for in situ upgradation of plain powerlooms
union,2016-17,education,66.8,Scheme for Fund for Regeneration of Traditional Industries (SFURTI)
union,2016-17,education,66.8,Scheme for Fund for Regeneration of Traditional Industries (SFURTI)
union,2016-17,infrastructure,66.74,Grants to States for Strategic Roads
union,2016-17,infrastructure,66.74,Grants to States for Strategic Roads
union,2016-17,education,65.5,Economic Statistics and Management
union,2016-17,education,65.5,Economic Statistics and Management
union,2016-17,education,65.29,Advanced Technology for Acclerator
union,2016-17,education,65.29,Advanced Technology for Acclerator
union,2016-17,infrastructure,65.0,Trade Infrastructure for Export Schemes (TIES)
union,2016-17,infrastructure,65.0,Trade Infrastructure for Export Schemes (TIES)
union,2016-17,other,62.95,Design and Technical Upgradation Scheme
union,2016-17,other,62.95,Design and Technical Upgradation Scheme
union,2016-17,education,61.0,Setting up of virtual classrooms and massive open online courses (MOOCs)
union,2016-17,education,61.0,Setting up of virtual classrooms and massive open online courses (MOOCs)
union,2016-17,other,60.31,National Institute of Fashion Technology (NIFT)
union,2016-17,other,60.31,National Institute of Fashion Technology (NIFT)
union,2016-17,infrastructure,60.0,Support to National/ State Scheduled Tribes Finance and Development Corporation
union,2016-17,infrastructure,60.0,Support to National/ State Scheduled Tribes Finance and Development Corporation
union,2016-17,education,59.99,Planning Administration and Global Engagement
union,2016-17,education,59.99,Planning Administration and Global Engagement
union,2016-17,other,59.75,Enhancement of Competitiveness in the Indian Capital Goods Sector
union,2016-17,other,59.75,Enhancement of Competitiveness in the Indian Capital Goods Sector
union,2016-17,education,59.37,Infrastructure Development and Capacity Building- EAP Component
union,2016-17,education,59.37,Infrastructure Development and Capacity Building- EAP Component
union,2016-17,other,59.26,Atmosphere and Climate Research - Modelling Observing Systems and Services (ACROSS)
union,2016-17,other,59.17,Capacity Building and Publicity
union,2016-17,other,59.17,Capacity Building and Publicity
union,2016-17,agriculture_rural,58.83,Grants to National Institute of Rural Development
union,2016-17,agriculture_rural,58.83,Grants to National Institute of Rural Development
union,2016-17,infrastructure,58.76,Development of Minor Ports
union,2016-17,other,58.68,Consumer Awareness (Advertising and Publicity)
union,2016-17,other,58.68,Consumer Awareness (Advertising and Publicity)
union,2016-17,urban_services,58.37,Development of Water Resources Information System
union,2016-17,other,58.0,Scheme for Development of Jute Sector
union,2016-17,other,58.0,Scheme for Development of Jute Sector
union,2016-17,education,57.93,Performance and Credit Rating Scheme
union,2016-17,education,57.93,Performance and Credit Rating Scheme
union,2016-17,other,57.48,Handicraft Cluster Development Program - Handicraft Mega Cluster
union,2016-17,other,57.48,Handicraft Cluster Development Program - Handicraft Mega Cluster
union,2016-17,other,56.88,Strengthening of PDS Operations
union,2016-17,other,56.88,Strengthening of PDS Operations
union,2016-17,education,54.32,Deemed Universities promoted by Central Government
union,2016-17,education,54.32,Deemed Universities promoted by Central Government
union,2016-17,other,52.0,Storage and Godowns
union,2016-17,other,51.77,National Hydrology Project
union,2016-17,other,51.77,National Hydrology Project
union,2016-17,other,51.04,Seismological and Geoscience (SAGE)
union,2016-17,education,50.55,Coir Vikas Yojana
union,2016-17,education,50.55,Coir Vikas Yojana
union,2016-17,infrastructure,50.37,Marketing Support and Services
union,2016-17,infrastructure,50.37,Marketing Support and Services
union,2016-17,education,50.0,Neighbourhood Development Project (in Kudankulam)
union,2016-17,other,50.0,Bodoland Territorial Council
union,2016-17,education,50.0,Startup India Initiative in Higher Educational Institutions
union,2016-17,education,50.0,Implementation of the IMPRINT Research Initiative (Impacting Research Innovation and Technology)
union,2016-17,education,50.0,Support to Skill based Higher Education including Community Colleges
union,2016-17,education,50.0,Neighbourhood Development Project (in Kudankulam)
union,2016-17,other,50.0,Bodoland Territorial Council
union,2016-17,education,50.0,Startup India Initiative in Higher Educational Institutions
union,2016-17,education,50.0,Implementation of the IMPRINT Research Initiative (Impacting Research Innovation and Technology)
union,2016-17,education,50.0,Support to Skill based Higher Education including Community Colleges
union,2016-17,other,49.98,Seychelles
union,2016-17,other,49.98,Seychelles
union,2016-17,other,49.87,"Promotion of Electronics and IT HW Manufacturing (MSIPS, EDF and Manufacturing Clusters)"
union,2016-17,other,49.87,"Promotion of Electronics and IT HW Manufacturing (MSIPS, EDF and Manufacturing Clusters)"
union,2016-17,other,49.75,Jan Aushadhi Scheme
union,2016-17,other,49.75,Jan Aushadhi Scheme
union,2016-17,education,49.43,"Solar Energy - Research, Development and International Cooperation"
union,2016-17,education,49.43,"Solar Energy - Research, Development and International Cooperation"
union,2016-17,other,49.38,Subsidy to Jute Corporation of India towards market operation
union,2016-17,other,49.38,Subsidy to Jute Corporation of India towards market operation
union,2016-17,other,49.19,Scheme for Integrated Textile Parks (SITP)
union,2016-17,other,49.19,Scheme for Integrated Textile Parks (SITP)
union,2016-17,infrastructure,49.0,Institutional Support for Development and Marketing of Tribal Products (TRIFED etc.)
union,2016-17,infrastructure,49.0,Institutional Support for Development and Marketing of Tribal Products (TRIFED etc.)
union,2016-17,education,48.94,Interest Subsidy Eligibility Certificate
union,2016-17,education,48.94,Interest Subsidy Eligibility Certificate
union,2016-17,education,47.49,Films
union,2016-17,other,46.92,Space Sciences
union,2016-17,other,46.38,109.  Wireless Planning and Coordination
union,2016-17,education,46.33,Investment in Governent Commericial Undertaking - Public Undertakings
union,2016-17,education,46.33,Investment in Governent Commericial Undertaking - Public Undertakings
union,2016-17,energy,45.08,Deendayal Disabled Rehabilitation Scheme
union,2016-17,energy,45.08,Deendayal Disabled Rehabilitation Scheme
union,2016-17,other,44.71,Heavy and Medium Vehicles - Navy
union,2016-17,other,44.71,Heavy and Medium Vehicles - Navy
union,2016-17,education,44.65,National Scheme for Incentive to Girl Child for Secondary Education
union,2016-17,education,44.65,National Scheme for Incentive to Girl Child for Secondary Education
union,2016-17,education,44.45,Films
union,2016-17,healthcare,44.25,Setting up of nation wide network of laboratories for managing epidemics and national calamities
union,2016-17,healthcare,44.25,Setting up of nation wide network of laboratories for managing epidemics and national calamities
union,2016-17,education,44.04,540.  Works Financed from  PBFF
union,2016-17,education,44.04,540.  Works Financed from  PBFF
union,2016-17,education,43.8,"Environmental Education, Awareness and Training"
union,2016-17,education,43.8,"Environmental Education, Awareness and Training"
union,2016-17,other,43.53,Seismological and Geoscience (SAGE)
union,2016-17,education,43.09,Social Security for Plantation Workers in Assam
union,2016-17,education,43.09,Social Security for Plantation Workers in Assam
union,2016-17,urban_services,42.91,Ground Water Management and Regulation
union,2016-17,other,42.87,Development Council for Automobile and Allied Industries
union,2016-17,other,42.87,Development Council for Automobile and Allied Industries
union,2016-17,education,42.76,"Human Resource Development and Training - Research, Development and International Cooperation"
