gov_level,dataset,pdf_source,fiscal_year,estimate_type,component,amount_crore,sector,demand_no,ministry,department,category,description
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,15.0,security,14.0,Department of Telecommunications,,,Telecom Testing and Security Certification Centre
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,15.0,other,14.0,Department of Telecommunications,,,Central Equipments Identity Register (CEIR)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,15.0,other,18.0,Department of Food and Public Distribution,,,Kala Sanskriti Vikas Yojana
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,15.0,other,14.0,Department of Telecommunications,,,Establishment of Satellite Gateway (Assistance to BSNL)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,15.0,urban_services,14.0,Department of Telecommunications,,,Special Assistance for Swachhta Action Plan
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,15.0,security,14.0,Department of Telecommunications,,,Telecom Testing and Security Certification Centre
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,15.0,other,14.0,Department of Telecommunications,,,Central Equipments Identity Register (CEIR)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,15.0,other,28.0,Department of Food and Public Distribution,,,Disaster Relief
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,15.0,education,58.0,Department of Higher Education,,,Training and Research in Frontier Areas
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,15.0,education,67.0,Department of Higher Education,,,"Information, Education and Communications - Supporting Programmes"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,15.0,social_welfare,89.0,Department of Social Justice and Empowerment,,,National Overseas Scholarship for SCs
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,15.0,other,94.0,Department of Space,,,Human Resource Development- Handicrafts
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,15.0,other,94.0,Department of Space,,,Scheme for Usage of Geotextiles in North East
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,15.0,infrastructure,99.0,Department of Space,,,Himalayan Region Sports Festival Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,14.55,other,21.0,Department of Food and Public Distribution,,,Projects of the Air Force - Techonology Development - Assistance for prototype development under make procedure
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,14.55,other,21.0,Department of Food and Public Distribution,,,Projects of the Air Force - Techonology Development - Assistance for prototype development under make procedure
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,14.5,other,15.0,Department of Consumer Affairs,,,CONFONET
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,14.5,other,86.0,Department of Scientific and Industrial Research,,,Industrial Research and Development
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,14.5,other,15.0,Department of Consumer Affairs,,,CONFONET
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,14.4,other,27.0,Department of Food and Public Distribution,,,International Co-operation
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,14.4,other,27.0,Department of Food and Public Distribution,,,International Co-operation
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,14.2,education,59.0,Department of Higher Education,,,Mass Communication
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,14.2,education,59.0,Department of Higher Education,,,Mass Communication
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,14.14,other,99.0,Department of Space,,,National Young Leaders Programme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,14.14,other,99.0,Department of Space,,,National Young Leaders Programme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,14.0,other,93.0,Department of Space,,,Scheme for Promotion of Research and Development in Iron and Steel sector
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,14.0,other,94.0,Department of Space,,,Group Workshed Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,14.0,other,93.0,Department of Space,,,Scheme for Promotion of Research and Development in Iron and Steel sector
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,14.0,other,94.0,Department of Space,,,Group Workshed Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,13.5,other,86.0,Department of Scientific and Industrial Research,,,Assistance to PSEs for Other Scientific Research Schemes
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,13.46,other,31.0,Department of Financial Services,,,Grants to ICICI Bank for Externally Aided Components
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,13.46,other,31.0,Department of Financial Services,,,Grants to ICICI Bank for Externally Aided Components
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,13.4,other,21.0,Department of Food and Public Distribution,,,National Cadet Corps - Army
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,13.4,other,21.0,Department of Food and Public Distribution,,,National Cadet Corps - Army
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,13.0,other,13.0,Department of Posts,,,Estates Management
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,13.0,education,59.0,Department of Higher Education,,,Strengthening of Broadcasting Activities
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,13.0,education,68.0,Department of Higher Education,,,Mission Mode Project on e-Panchayats
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,13.0,other,94.0,Department of Space,,,National Handloom Development Programme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,13.0,education,59.0,Department of Higher Education,,,Strengthening of Broadcasting Activities
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,13.0,education,68.0,Department of Higher Education,,,Mission Mode Project on e-Panchayats
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,12.75,other,86.0,Department of Scientific and Industrial Research,,,Assistance to PSEs for Other Scientific Research Schemes
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,12.46,healthcare,42.0,Department of Health and Family Welfare,,,Establishment and strengthening of NCDC Branches and Health Initiatives Inter Sectoral co
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,12.4,education,58.0,Department of Higher Education,,,Unnat Bharat Abhiyan
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,12.4,education,58.0,Department of Higher Education,,,Unnat Bharat Abhiyan
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,12.12,healthcare,42.0,Department of Health and Family Welfare,,,Establishment and strengthening of NCDC Branches and Health Initiatives Inter Sectoral co
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,12.03,other,8.0,Department of Pharmaceuticals,,,Development of Pharmaceutical Industry
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,12.03,other,8.0,Department of Pharmaceuticals,,,Development of Pharmaceutical Industry
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,12.0,other,27.0,Department of Food and Public Distribution,,,Centres of Excellence
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,12.0,education,58.0,Department of Higher Education,,,Higher Education Statistics and Public Information System (HESPIS)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,12.0,security,26.0,Department of Food and Public Distribution,,,Cyber Security Projects (NCCC & Others)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,12.0,other,27.0,Department of Food and Public Distribution,,,Centres of Excellence
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,12.0,education,58.0,Department of Higher Education,,,Higher Education Statistics and Public Information System (HESPIS)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,11.7,other,15.0,Department of Consumer Affairs,,,National Test House
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,11.33,other,48.0,Department of Public Enterprises,,,318.
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,11.0,healthcare,5.0,Department of Agricultural Research and Education,,,Assistance to accredited AYUSH Centres of Excellence in Non Governmental/ Private Sector engaged in AYUSH education/drug Development and Research/ Clinical Research/ Folk Medicine etc
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,11.0,education,60.0,Department of Higher Education,,,"Machinery for Better Conciliation,  Preventive Mediation, Effective Enforcement of Labour Laws, Chief Labour Commissioner"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,11.0,education,64.0,Department of Higher Education,,,Marketing Development Assistance (MDA)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,11.0,education,64.0,Department of Higher Education,,,Marketing Assistance Scheme (MAS)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,11.0,education,68.0,Department of Higher Education,,,Media and Publicity
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,11.0,other,25.0,Department of Food and Public Distribution,,,Seismological and Geoscience (SAGE)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,11.0,healthcare,5.0,Department of Agricultural Research and Education,,,Assistance to accredited AYUSH Centres of Excellence in Non Governmental/ Private Sector engaged in AYUSH education/drug Development and Research/ Clinical Research/ Folk Medicine etc
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,11.0,education,64.0,Department of Higher Education,,,Marketing Development Assistance (MDA)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,11.0,education,64.0,Department of Higher Education,,,Marketing Assistance Scheme (MAS)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,11.0,education,68.0,Department of Higher Education,,,Media and Publicity
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,10.99,other,14.0,Department of Telecommunications,,,Human Resource Management
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,10.0,other,10.0,Department of Pharmaceuticals,,,Research and Development
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,10.0,other,12.0,Department of Industrial Policy and Promotion,,,Startup India
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,10.0,other,31.0,Department of Financial Services,,,Publicity and awareness for Pradhan Mantri Mudra Yojana (PMMY) and other initiatives by MUDRA Ltd.
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,10.0,other,31.0,Department of Financial Services,,,Publicity and awareness for Stand-Up India and other initiatives by SIDBI
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,10.0,education,58.0,Department of Higher Education,,,National Digital Library
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,10.0,education,64.0,Department of Higher Education,,,Scheme for Fund for Regeneration of Traditional Industries (SFURTI)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,10.0,education,64.0,Department of Higher Education,,,Mahatma Gandhi Institute for Rural Industrialisation
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,10.0,education,64.0,Department of Higher Education,,,Upgradation of Database
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,10.0,infrastructure,90.0,Department of Empowerment of Persons with Disabilities,,,Support to Establishment/Modernization/Capacity augmentation of Braille Presses
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,10.0,energy,90.0,Department of Empowerment of Persons with Disabilities,,,Pre-matric Scholarship to students with disabilities
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,10.0,other,94.0,Department of Space,,,R and D Textiles
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,10.0,other,94.0,Department of Space,,,Scheme for Promoting Agro Textiles in North East
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,10.0,education,4.0,Department of Agricultural Research and Education,,,Industries and Material Projects
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,10.0,other,14.0,Department of Telecommunications,,,Telecom Computer Emergency Response Team(T-Cert)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,10.0,other,25.0,Department of Food and Public Distribution,,,"Ocean Services, Technology, Observations, Resources Modelling and Science (O-STORMS)"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,10.0,education,64.0,Department of Higher Education,,,Construction of Office Accomodation- Capital Outlay on Public Works
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,10.0,other,10.0,Department of Pharmaceuticals,,,Research and Development
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,10.0,other,12.0,Department of Industrial Policy and Promotion,,,Startup India
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,10.0,other,14.0,Department of Telecommunications,,,Telecom Computer Emergency Response Team(T-Cert)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,10.0,other,31.0,Department of Financial Services,,,Publicity and awareness for Pradhan Mantri Mudra Yojana (PMMY) and other initiatives by MUDRA Ltd.
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,10.0,other,31.0,Department of Financial Services,,,Publicity and awareness for Stand-Up India and other initiatives by SIDBI
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,10.0,education,58.0,Department of Higher Education,,,National Digital Library
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,10.0,education,64.0,Department of Higher Education,,,Scheme for Fund for Regeneration of Traditional Industries (SFURTI)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,10.0,education,64.0,Department of Higher Education,,,Mahatma Gandhi Institute for Rural Industrialisation
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,10.0,education,64.0,Department of Higher Education,,,Construction of Office Accomodation- Capital Outlay on Public Works
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,10.0,education,64.0,Department of Higher Education,,,Upgradation of Database
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,10.0,infrastructure,90.0,Department of Empowerment of Persons with Disabilities,,,Support to Establishment/Modernization/Capacity augmentation of Braille Presses
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,10.0,energy,90.0,Department of Empowerment of Persons with Disabilities,,,Pre-matric Scholarship to students with disabilities
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,10.0,other,94.0,Department of Space,,,R and D Textiles
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,10.0,other,94.0,Department of Space,,,Scheme for Promoting Agro Textiles in North East
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,9.73,education,72.0,Department of Higher Education,,,National Seismic Programme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,9.73,education,72.0,Department of Higher Education,,,National Seismic Programme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,9.4,other,94.0,Department of Space,,,"Others (TRAs, COP)"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,9.4,other,94.0,Department of Space,,,"Others (TRAs, COP)"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,9.0,education,5.0,Department of Agricultural Research and Education,,,Extra Mural Research Projects through Research Institutes etc.
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,9.0,education,4.0,Department of Agricultural Research and Education,,,Atomic Energy Regulatory Board Expansion Project
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,9.0,education,4.0,Department of Agricultural Research and Education,,,Atomic Energy Regulatory Board Expansion Project
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,9.0,education,5.0,Department of Agricultural Research and Education,,,Extra Mural Research Projects through Research Institutes etc.
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,9.0,healthcare,42.0,Department of Health and Family Welfare,,,National Organ Transplant Programme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,8.85,urban_services,97.0,Department of Space,,,Research and Development and Implementation of National Water Mission
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,8.2,education,64.0,Department of Higher Education,,,Coir Udyami Yojana
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,8.2,education,64.0,Department of Higher Education,,,Coir Udyami Yojana
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,8.12,education,60.0,Department of Higher Education,,,Strengthening of System and Infrastructure of Directorate General of Mines Safety
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,8.0,urban_services,97.0,Department of Space,,,Development of Water Resources Information System
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,7.97,other,21.0,Department of Food and Public Distribution,,,Inspection - Director General Quality Audit (DGQA)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,7.97,other,21.0,Department of Food and Public Distribution,,,Inspection - Director General Quality Audit (DGQA)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,7.69,education,4.0,Department of Agricultural Research and Education,,,Research and Development Projects
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,7.5,other,27.0,Department of Food and Public Distribution,,,Pollution Abatement
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,7.5,other,27.0,Department of Food and Public Distribution,,,Pollution Abatement
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,7.2,other,97.0,Department of Space,,,Flood Forecasting
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,7.0,other,12.0,Department of Industrial Policy and Promotion,,,Price and Production Statistics
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,7.0,other,12.0,Department of Industrial Policy and Promotion,,,Ease of Doing Business (e-Biz Project)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,7.0,other,27.0,Department of Food and Public Distribution,,,R and D for Conservation and Development
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,7.0,healthcare,42.0,Department of Health and Family Welfare,,,National Organ Transplant Programme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,7.0,education,60.0,Department of Higher Education,,,Strengthening of Adjudication Machinery and holding of Lok Adalats
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,7.0,education,61.0,Department of Higher Education,,,Strengthening of Access to Justice in India (SAJI)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,7.0,other,12.0,Department of Industrial Policy and Promotion,,,Price and Production Statistics
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,7.0,other,12.0,Department of Industrial Policy and Promotion,,,Ease of Doing Business (e-Biz Project)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,7.0,other,27.0,Department of Food and Public Distribution,,,R and D for Conservation and Development
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,7.0,education,60.0,Department of Higher Education,,,Strengthening of Adjudication Machinery and holding of Lok Adalats
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,7.0,education,61.0,Department of Higher Education,,,Strengthening of Access to Justice in India (SAJI)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,6.27,other,12.0,Department of Industrial Policy and Promotion,,,Scheme for implementation of National Manufacturing Policy
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,6.27,other,12.0,Department of Industrial Policy and Promotion,,,Scheme for implementation of National Manufacturing Policy
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,6.0,other,11.0,Department of Commerce,,,Gems and Jewellery Sector
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,6.0,other,26.0,Department of Food and Public Distribution,,,Promotion of IT/ITeS Industries
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,6.0,education,58.0,Department of Higher Education,,,National Academic Depository
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,6.0,education,67.0,Department of Higher Education,,,Small Hydro Power - Off-Grid/Distributed and Decentralized Renewable Power
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,6.0,education,67.0,Department of Higher Education,,,Externally Aided Projects (EAP) - Component - Off-Grid/Distributed and Decentralized Renewable Power
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,6.0,education,81.0,Department of Higher Education,,,"Research, Training and Studies"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,6.0,other,11.0,Department of Commerce,,,Gems and Jewellery Sector
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,6.0,other,26.0,Department of Food and Public Distribution,,,Promotion of IT/ITeS Industries
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,6.0,education,58.0,Department of Higher Education,,,National Academic Depository
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,6.0,education,67.0,Department of Higher Education,,,Small Hydro Power - Off-Grid/Distributed and Decentralized Renewable Power
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,6.0,education,67.0,Department of Higher Education,,,Externally Aided Projects (EAP) - Component - Off-Grid/Distributed and Decentralized Renewable Power
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.94,infrastructure,14.0,Department of Telecommunications,,,South Asia Sub-Regional Economic Cooperation (SASEC) Information Highway Project
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.94,infrastructure,14.0,Department of Telecommunications,,,South Asia Sub-Regional Economic Cooperation (SASEC) Information Highway Project
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.76,healthcare,5.0,Department of Agricultural Research and Education,,,AYUSH and Public Health
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.76,healthcare,5.0,Department of Agricultural Research and Education,,,AYUSH and Public Health
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.5,other,18.0,Department of Food and Public Distribution,,,National Mission for Preservation of Manuscripts
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.5,education,60.0,Department of Higher Education,,,Mine Accidents Analysis and Modernization of Information Database
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.5,other,18.0,Department of Food and Public Distribution,,,National Mission for Preservation of Manuscripts
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.5,education,60.0,Department of Higher Education,,,Mine Accidents Analysis and Modernization of Information Database
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.4,other,15.0,Department of Consumer Affairs,,,"Strengthening Consumer Forum, Consumer Counseling and Mediation"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.4,education,60.0,Department of Higher Education,,,Strengthening of System and Infrastructure of Directorate General of Mines Safety
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.4,other,15.0,Department of Consumer Affairs,,,"Strengthening Consumer Forum, Consumer Counseling and Mediation"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.3,other,15.0,Department of Consumer Affairs,,,National Test House
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,5.3,other,15.0,Department of Consumer Affairs,,,Strengthening of Weights and Measures Infrastructure and Strengthening of Regional
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.2,education,61.0,Department of Higher Education,,,Action Research and Studies on Judicial Reforms
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.2,education,61.0,Department of Higher Education,,,Action Research and Studies on Judicial Reforms
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.11,energy,90.0,Department of Empowerment of Persons with Disabilities,,,"In-service training and sensitization, employment of physically challenged"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.11,energy,90.0,Department of Empowerment of Persons with Disabilities,,,"In-service training and sensitization, employment of physically challenged"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,education,2.0,Department of Agricultural Research and Education,,,National Agricultural Higher Education Project
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,other,15.0,Department of Consumer Affairs,,,Consumer Protection Cell
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,healthcare,43.0,Department of Health Research,,,Development of tools/support to prevent outbreaks of epidemics
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,other,45.0,Department of Public Enterprises,,,"Research, Development and Consultancy on generic issues related to CPSEs and State Level"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,other,48.0,Department of Public Enterprises,,,319.
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,education,64.0,Department of Higher Education,,,Performance and Credit Rating Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,education,64.0,Department of Higher Education,,,International Cooperation Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,education,64.0,Department of Higher Education,,,Assistance to Training Institutions
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,education,67.0,Department of Higher Education,,,"Other Renewable Energy Applications (Solar Cities, Green Buildings, Support to States, Demonstration of Renewable Energy Applications, Cookstoves, etc.) - Off-Grid/Distributed and Decentralized Renewable Power"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,energy,90.0,Department of Empowerment of Persons with Disabilities,,,Setting up of State Spinal Injury Centre
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,other,94.0,Department of Space,,,Ambedkar Hasthshilp Vikas Yojana
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,other,94.0,Department of Space,,,Research and Development - Handicrafts
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,other,94.0,Department of Space,,,Hast Kala Academy
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,other,94.0,Department of Space,,,Integrated Processing Development Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,5.0,other,99.0,Department of Space,,,National Discipline Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,5.0,infrastructure,23.0,Department of Food and Public Distribution,,,Construction/Improvement of Roads of Economic Importance
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,education,2.0,Department of Agricultural Research and Education,,,National Agricultural Higher Education Project
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,other,15.0,Department of Consumer Affairs,,,Consumer Protection Cell
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,infrastructure,23.0,Department of Food and Public Distribution,,,Construction/Improvement of Roads of Economic Importance
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,healthcare,43.0,Department of Health Research,,,Development of tools/support to prevent outbreaks of epidemics
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,other,45.0,Department of Public Enterprises,,,"Research, Development and Consultancy on generic issues related to CPSEs and State Level"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,other,48.0,Department of Public Enterprises,,,319.
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,education,60.0,Department of Higher Education,,,"Strengthening of DGFASLI organization and OSH in factories, ports and docks"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,education,64.0,Department of Higher Education,,,Performance and Credit Rating Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,education,64.0,Department of Higher Education,,,International Cooperation Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,education,64.0,Department of Higher Education,,,Assistance to Training Institutions
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,education,67.0,Department of Higher Education,,,"Other Renewable Energy Applications (Solar Cities, Green Buildings, Support to States, Demonstration of Renewable Energy Applications, Cookstoves, etc.) - Off-Grid/Distributed and Decentralized Renewable Power"
